GeneID,TranscriptIDCluster,TranscriptLength,TSL,Path,MinimumConservation,MinimumTranscriptFraction,MinimumTranscriptWeightedConservation,ConservationSum,TranscriptFractionSum,TranscriptWeightedConservationSum,MeanConservation,MeanTranscriptFraction,MeanTranscriptWeightedConservation,PathGeneNumber
ENSG00000130294,ENST00000648364,1699,,start/33_1/44_0/9_0/50_0/10_0/14_0/43_0/47_0/45_1/26_1/42_0/19_0/19_1/19_2/60_0/7_1/31_1/41_0/15_0/18_0/39_0/8_0/8_1/24_0/36_0/17_0/17_1/11_0/11_1/22_0/27_0/35_0/21_0/21_1/21_2/21_3/21_4/13_0/13_1/37_0/28_0/28_1/52_0/20_1/49_0/38_0/34_0/34_1/34_2/30_0/23_0/23_1/51_0/12_0/2_0/40_0/4_2/4_3/4_4/16_0/6_1/29_0/57_1/stop,70.0,38.0,0.39880952380952384,6200.0,5480.0,56.65095238095237,96.875,85.625,0.8851711309523811,2
ENSMUSG00000014602,ENSMUST00000086819,1698,1.0,start/33_1/44_0/9_0/50_0/10_0/14_0/43_0/47_0/45_1/26_1/42_0/19_0/19_1/19_2/60_0/7_1/31_1/41_0/15_0/18_0/39_0/8_0/8_1/24_0/36_0/17_0/17_1/11_0/11_1/22_0/27_0/35_0/21_0/21_1/21_2/21_3/21_4/13_0/13_1/37_0/28_0/28_1/52_0/20_1/49_0/38_0/34_0/34_1/34_2/30_0/23_0/23_1/51_0/12_0/2_0/40_0/4_2/4_3/4_4/16_0/6_1/29_0/57_1/stop,70.0,38.0,0.39880952380952384,6200.0,5480.0,56.65095238095237,96.875,85.625,0.8851711309523811,2
ENSG00000130294,ENST00000649096/ENST00000650053,1690,,start/33_1/44_0/9_0/50_0/10_0/14_0/43_0/47_0/45_1/26_1/42_0/19_0/19_1/19_2/7_1/31_1/41_0/15_0/18_0/39_0/8_0/8_1/24_0/36_0/17_0/17_1/11_0/11_1/22_0/27_0/35_0/21_0/21_1/21_2/21_3/21_4/13_0/13_1/37_0/28_0/28_1/52_0/20_1/49_0/38_0/34_0/34_1/34_2/30_0/23_0/23_1/51_0/12_0/2_0/40_0/4_2/4_3/4_4/16_0/6_1/29_0/57_1/stop,70.0,30.0,0.33690476190476193,6120.0,5432.0,56.115238095238084,97.14285714285714,86.22222222222223,0.8907180650037796,2
ENSMUSG00000014602,ENSMUST00000171556,1689,1.0,start/33_1/44_0/9_0/50_0/10_0/14_0/43_0/47_0/45_1/26_1/42_0/19_0/19_1/19_2/7_1/31_1/41_0/15_0/18_0/39_0/8_0/8_1/24_0/36_0/17_0/17_1/11_0/11_1/22_0/27_0/35_0/21_0/21_1/21_2/21_3/21_4/13_0/13_1/37_0/28_0/28_1/52_0/20_1/49_0/38_0/34_0/34_1/34_2/30_0/23_0/23_1/51_0/12_0/2_0/40_0/4_2/4_3/4_4/16_0/6_1/29_0/57_1/stop,70.0,30.0,0.33690476190476193,6120.0,5432.0,56.115238095238084,97.14285714285714,86.22222222222223,0.8907180650037796,2
ENSG00000130294,ENST00000647731,1699,,start/33_1/44_0/9_0/50_0/10_0/14_0/43_0/47_0/45_1/26_1/42_0/19_0/19_1/19_2/7_1/31_1/41_0/15_0/18_0/39_0/8_0/8_1/24_0/36_0/17_0/17_1/11_0/11_1/22_0/27_0/35_0/21_0/21_1/21_2/21_3/21_4/13_0/13_1/37_0/28_0/28_1/52_0/20_1/49_0/38_0/34_0/34_1/34_2/45_2/30_0/23_0/23_1/51_0/12_0/2_0/40_0/4_2/4_3/4_4/16_0/6_1/29_0/57_1/stop,70.0,22.0,0.2528571428571429,6170.0,5446.0,56.21988095238094,96.40625,85.09375,0.8784356398809525,2
ENSMUSG00000014602,ENSMUST00000112958,1698,1.0,start/33_1/44_0/9_0/50_0/10_0/14_0/43_0/47_0/45_1/26_1/42_0/19_0/19_1/19_2/7_1/31_1/41_0/15_0/18_0/39_0/8_0/8_1/24_0/36_0/17_0/17_1/11_0/11_1/22_0/27_0/35_0/21_0/21_1/21_2/21_3/21_4/13_0/13_1/37_0/28_0/28_1/52_0/20_1/49_0/38_0/34_0/34_1/34_2/45_2/30_0/23_0/23_1/51_0/12_0/2_0/40_0/4_2/4_3/4_4/16_0/6_1/29_0/57_1/stop,70.0,22.0,0.2528571428571429,6170.0,5446.0,56.21988095238094,96.40625,85.09375,0.8784356398809525,2
ENSMMUG00000021802,ENSMMUT00000066290,1708,,start/33_1/44_0/9_0/50_0/10_0/14_0/43_0/47_0/45_1/26_1/42_0/19_0/19_1/19_2/60_0/7_1/31_1/41_0/15_0/18_0/39_0/8_0/8_1/24_0/36_0/17_0/17_1/11_0/11_1/22_0/27_0/35_0/21_0/21_1/21_2/21_3/21_4/13_0/13_1/37_0/28_0/28_1/52_0/20_1/49_0/38_0/34_0/34_1/34_2/45_2/30_0/23_0/23_1/51_0/12_0/2_0/40_0/4_2/4_3/4_4/16_0/6_1/29_0/57_1/stop,70.0,22.0,0.2528571428571429,6250.0,5494.0,56.755595238095225,96.15384615384616,84.52307692307693,0.8731630036630038,3
ENSG00000130294,ENST00000648680,1708,,start/33_1/44_0/9_0/50_0/10_0/14_0/43_0/47_0/45_1/26_1/42_0/19_0/19_1/19_2/60_0/7_1/31_1/41_0/15_0/18_0/39_0/8_0/8_1/24_0/36_0/17_0/17_1/11_0/11_1/22_0/27_0/35_0/21_0/21_1/21_2/21_3/21_4/13_0/13_1/37_0/28_0/28_1/52_0/20_1/49_0/38_0/34_0/34_1/34_2/45_2/30_0/23_0/23_1/51_0/12_0/2_0/40_0/4_2/4_3/4_4/16_0/6_1/29_0/57_1/stop,70.0,22.0,0.2528571428571429,6250.0,5494.0,56.755595238095225,96.15384615384616,84.52307692307693,0.8731630036630038,3
ENSRNOG00000023993,ENSRNOT00000036061,1707,,start/33_1/44_0/9_0/50_0/10_0/14_0/43_0/47_0/45_1/26_1/42_0/19_0/19_1/19_2/60_0/7_1/31_1/41_0/15_0/18_0/39_0/8_0/8_1/24_0/36_0/17_0/17_1/11_0/11_1/22_0/27_0/35_0/21_0/21_1/21_2/21_3/21_4/13_0/13_1/37_0/28_0/28_1/52_0/20_1/49_0/38_0/34_0/34_1/34_2/45_2/30_0/23_0/23_1/51_0/12_0/2_0/40_0/4_2/4_3/4_4/16_0/6_1/29_0/57_1/stop,70.0,22.0,0.2528571428571429,6250.0,5494.0,56.755595238095225,96.15384615384616,84.52307692307693,0.8731630036630038,3
ENSG00000130294,ENST00000648129/ENST00000650130,1782,,start/33_1/44_0/9_0/50_0/10_0/14_0/43_0/47_0/45_1/26_1/42_0/19_0/19_1/19_2/7_1/31_1/41_0/15_0/18_0/39_0/8_0/8_1/24_0/36_0/17_0/17_1/11_0/11_1/22_0/3_0/3_1/3_2/3_3/27_0/35_0/21_0/21_1/21_2/21_3/21_4/13_0/13_1/37_0/28_0/28_1/52_0/20_1/49_0/38_0/34_0/34_1/34_2/30_0/23_0/23_1/51_0/12_0/2_0/40_0/4_2/4_3/4_4/16_0/6_1/29_0/57_1/stop,60.0,30.0,0.27964285714285714,6320.0,5582.0,56.8740476190476,94.32835820895522,83.31343283582089,0.8488663823738453,2
