GeneID,TranscriptIDCluster,TranscriptLength,TSL,Path,MinimumConservation,MinimumTranscriptFraction,MinimumTranscriptWeightedConservation,ConservationSum,TranscriptFractionSum,TranscriptWeightedConservationSum,MeanConservation,MeanTranscriptFraction,MeanTranscriptWeightedConservation,PathGeneNumber
ENSBTAG00000012552,ENSBTAT00000073017,632,,start/1_0/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/11_0/25_0/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/5_0/5_1/5_2/5_3/2_0/2_1/2_2/4_1/4_2/4_3/4_4/stop,72.72727272727273,30.612244897959183,0.4401515151515152,3327.272727272727,2624.4897959183686,28.42348484848485,95.06493506493506,74.9854227405248,0.8120995670995672,4
ENSMMUG00000015814,ENSMMUT00000055789,632,,start/1_0/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/11_0/25_0/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/5_0/5_1/5_2/5_3/2_0/2_1/2_2/4_1/4_2/4_3/4_4/stop,72.72727272727273,30.612244897959183,0.4401515151515152,3327.272727272727,2624.4897959183686,28.42348484848485,95.06493506493506,74.9854227405248,0.8120995670995672,4
ENSG00000102081,ENST00000370475,631,1.0,start/1_0/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/11_0/25_0/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/5_0/5_1/5_2/5_3/2_0/2_1/2_2/4_1/4_2/4_3/4_4/stop,72.72727272727273,30.612244897959183,0.4401515151515152,3327.272727272727,2624.4897959183686,28.42348484848485,95.06493506493506,74.9854227405248,0.8120995670995672,4
ENSMODG00000005550,ENSMODT00000083751,631,,start/1_0/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/11_0/25_0/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/5_0/5_1/5_2/5_3/2_0/2_1/2_2/4_1/4_2/4_3/4_4/stop,72.72727272727273,30.612244897959183,0.4401515151515152,3327.272727272727,2624.4897959183686,28.42348484848485,95.06493506493506,74.9854227405248,0.8120995670995672,4
ENSBTAG00000012552,ENSBTAT00000016665,611,,start/1_0/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/11_0/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/5_0/5_1/5_2/5_3/2_0/2_1/2_2/4_1/4_2/4_3/4_4/stop,63.63636363636363,28.57142857142857,0.24393939393939393,3227.272727272727,2591.8367346938785,27.78257575757576,94.91978609625667,76.23049219687876,0.8171345811051695,4
ENSMMUG00000015814,ENSMMUT00000061414,611,,start/1_0/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/11_0/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/5_0/5_1/5_2/5_3/2_0/2_1/2_2/4_1/4_2/4_3/4_4/stop,63.63636363636363,28.57142857142857,0.24393939393939393,3227.272727272727,2591.8367346938785,27.78257575757576,94.91978609625667,76.23049219687876,0.8171345811051695,4
ENSG00000102081,ENST00000218200,610,1.0,start/1_0/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/11_0/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/5_0/5_1/5_2/5_3/2_0/2_1/2_2/4_1/4_2/4_3/4_4/stop,63.63636363636363,28.57142857142857,0.24393939393939393,3227.272727272727,2591.8367346938785,27.78257575757576,94.91978609625667,76.23049219687876,0.8171345811051695,4
ENSMODG00000005550,ENSMODT00000057033,610,,start/1_0/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/11_0/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/5_0/5_1/5_2/5_3/2_0/2_1/2_2/4_1/4_2/4_3/4_4/stop,63.63636363636363,28.57142857142857,0.24393939393939393,3227.272727272727,2591.8367346938785,27.78257575757576,94.91978609625667,76.23049219687876,0.8171345811051695,4
ENSDARG00000037433,ENSDART00000123434,569,,start/1_0/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/5_0/5_1/5_2/5_3/2_0/2_1/2_2/4_1/4_2/4_3/4_4/stop,54.54545454545454,26.53061224489796,0.22272727272727275,3136.363636363636,2530.6122448979604,27.07727272727273,95.0413223140496,76.68521954236239,0.8205234159779614,3
ENSMMUG00000015814,ENSMMUT00000022213,566,,start/1_0/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/5_0/5_1/5_2/5_3/2_0/2_1/2_2/4_1/4_2/4_3/4_4/stop,54.54545454545454,26.53061224489796,0.22272727272727275,3136.363636363636,2530.6122448979604,27.07727272727273,95.0413223140496,76.68521954236239,0.8205234159779614,3
ENSXETG00000000273,ENSXETT00000003998,564,,start/1_0/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/5_0/5_1/5_2/5_3/2_0/2_1/2_2/4_1/4_2/4_3/4_4/stop,54.54545454545454,26.53061224489796,0.22272727272727275,3136.363636363636,2530.6122448979604,27.07727272727273,95.0413223140496,76.68521954236239,0.8205234159779614,3
ENSMUSG00000000838,ENSMUST00000088546,614,1.0,start/1_0/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/11_0/25_0/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/5_0/5_1/5_2/5_3/2_0/2_1/2_2/4_2/4_3/4_4/stop,45.45454545454545,14.285714285714285,0.3022727272727273,3227.2727272727275,2546.9387755102057,27.793939393939397,94.91978609625667,74.90996398559425,0.8174688057040999,1
ENSMUSG00000000838,ENSMUST00000114653,589,1.0,start/1_0/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/11_0/25_0/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/5_2/5_3/2_0/2_1/2_2/4_2/4_3/4_4/stop,27.27272727272727,8.16326530612245,0.07954545454545454,2963.636363636364,2357.1428571428587,25.668939393939397,92.61363636363637,73.66071428571428,0.8021543560606061,1
ENSG00000102081,ENST00000440235,585,1.0,start/1_0/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/11_0/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/5_2/5_3/2_0/2_1/2_2/4_1/4_2/4_3/4_4/stop,27.27272727272727,8.16326530612245,0.07954545454545454,2963.6363636363635,2402.040816326532,25.65757575757576,92.61363636363636,75.06377551020407,0.8017992424242424,1
ENSG00000102081,ENST00000334557,297,1.0,start/1_0/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/33_0/stop,18.181818181818183,4.081632653061225,0.029545454545454545,1100.0,987.7551020408165,10.002272727272729,84.61538461538461,75.98116169544741,0.7694055944055944,1
ENSSSCG00000012727,ENSSSCT00000066442,537,,start/1_0/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/11_0/25_0/19_0/16_0/21_0/9_0/9_1/stop,18.181818181818183,4.081632653061225,0.029545454545454545,1590.909090909091,1293.8775510204084,13.437121212121212,75.75757575757578,61.613216715257536,0.6398629148629148,1
ENSG00000102081,ENST00000621453,544,1.0,start/1_0/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/5_0/5_1/5_2/5_3/2_0/2_1/2_2/9_1/stop,18.181818181818183,4.081632653061225,0.022727272727272728,2736.3636363636365,2265.3061224489807,23.890909090909094,91.21212121212122,75.51020408163266,0.7963636363636365,2
ENSSSCG00000012727,ENSSSCT00000036460,544,,start/1_0/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/5_0/5_1/5_2/5_3/2_0/2_1/2_2/9_1/stop,18.181818181818183,4.081632653061225,0.022727272727272728,2736.3636363636365,2265.3061224489807,23.890909090909094,91.21212121212122,75.51020408163266,0.7963636363636365,2
ENSOANG00000001097,ENSOANT00000001744,581,,start/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/11_0/25_0/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/5_0/5_1/5_2/5_3/2_0/2_1/2_2/4_2/4_3/4_4/stop,9.090909090909092,2.0408163265306123,0.09090909090909091,2981.8181818181815,2316.326530612246,25.600757575757576,93.18181818181819,72.38520408163265,0.8000236742424243,1
ENSGGOG00000010373,ENSGGOT00000022424,586,,start/24_0/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/11_0/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/5_0/5_1/5_2/5_3/2_0/2_1/2_2/4_2/4_3/4_4/stop,9.090909090909092,6.122448979591836,0.05454545454545454,2981.818181818182,2377.5510204081647,25.796212121212122,90.35812672176309,72.0470006184292,0.7817033976124885,1
ENSGGOG00000010373,ENSGGOT00000010418,624,,start/24_0/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/11_0/25_0/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/5_0/5_1/5_2/5_3/2_0/2_1/2_2/4_1/4_2/4_3/4_4/stop,9.090909090909092,6.122448979591836,0.05454545454545454,3181.818181818181,2487.7551020408173,27.066666666666666,90.90909090909092,71.07871720116619,0.7733333333333333,1
ENSRNOG00000057464,ENSRNOT00000089743,614,,start/1_0/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/20_1/14_0/14_1/11_0/25_0/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/1_9/5_0/5_1/5_2/5_3/2_0/2_1/2_2/4_2/4_3/4_4/stop,9.090909090909092,4.081632653061225,0.05454545454545454,3109.0909090909086,2428.57142857143,26.657575757575763,86.36363636363636,67.46031746031747,0.7404882154882154,1
ENSRNOG00000057464,ENSRNOT00000087893,581,,start/1_0/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/20_1/14_0/14_1/11_0/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/1_9/5_1/5_2/5_3/2_0/2_1/2_2/4_2/4_3/4_4/stop,9.090909090909092,2.0408163265306123,0.045454545454545456,2900.0,2326.530612244899,25.268939393939398,85.29411764705883,68.42737094837936,0.743204099821747,1
ENSMMUG00000015814,ENSMMUT00000022215,623,,start/10_0/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/11_0/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/5_0/5_1/5_2/5_3/2_0/2_1/2_2/4_1/4_2/4_3/4_4/stop,9.090909090909092,4.081632653061225,0.03636363636363637,2990.909090909091,2367.346938775511,25.571212121212124,90.633608815427,71.73778602350032,0.7748852157943067,1
ENSBTAG00000012552,ENSBTAT00000074884,608,,start/1_0/24_1/17_0/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/11_0/25_0/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/5_0/5_1/5_2/5_3/2_0/2_1/2_2/4_1/4_2/4_3/4_4/stop,9.090909090909092,2.0408163265306123,0.0303030303030303,3036.363636363636,2351.020408163266,25.64469696969697,92.01101928374655,71.2430426716141,0.7771120293847567,1
ENSGGOG00000010373,ENSGGOT00000068167,280,,start/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/33_0/stop,9.090909090909092,4.081632653061225,0.029545454545454545,945.4545454545454,842.857142857143,8.572727272727272,78.78787878787878,70.23809523809524,0.7143939393939394,1
ENSGGOG00000010373,ENSGGOT00000063696,520,,start/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/11_0/25_0/19_0/16_0/21_0/9_0/9_1/stop,9.090909090909092,4.081632653061225,0.029545454545454545,1436.3636363636365,1148.979591836735,12.007575757575756,71.81818181818183,57.448979591836725,0.6003787878787878,1
ENSMODG00000005550,ENSMODT00000052593,586,,start/1_0/24_1/17_0/15_1/15_2/8_0/8_1/18_0/12_0/7_0/20_0/14_0/14_1/25_0/19_0/1_2/1_3/1_4/1_5/1_6/1_7/1_8/5_0/5_1/5_2/5_3/2_0/2_1/2_2/4_1/4_2/4_3/4_4/stop,9.090909090909092,2.0408163265306123,0.022727272727272728,3172.727272727272,2536.734693877552,27.3219696969697,93.31550802139039,74.60984393757504,0.8035873440285206,1
